bits,quantizer,layer,mse,rmse,max_err,p99_err,p999_err,rel_med,rel_p95,rel_p99,cos_med,cos_p01,n_pairs
8,log_polar_hyb1pct,0,0.5460038185119629,0.7389206886291504,4.108032703399658,2.1066579818725586,4.0890607833862305,0.2293124943971634,0.5497420430183411,0.5925853848457336,0.9945243000984192,0.9503716826438904,786432
8,log_polar_hyb1pct,1,0.6622404456138611,0.8137815594673157,7.676878452301025,2.6103012561798096,6.118492603302002,0.258364200592041,0.5520434379577637,0.6000998020172119,0.9946222305297852,0.9477729201316833,786432
8,log_polar_hyb1pct,2,0.9308802485466003,0.9648213386535645,8.015023231506348,5.263298511505127,6.298478603363037,0.23147809505462646,0.531015932559967,0.5816562175750732,0.9956622123718262,0.9622563719749451,786432
8,log_polar_hyb1pct,3,0.5149080753326416,0.717570960521698,5.620974540710449,2.936178684234619,5.29538631439209,0.2533394396305084,0.5310568809509277,0.5901886820793152,0.9949325323104858,0.9467567205429077,786432
8,log_polar_hyb1pct,4,0.6338552832603455,0.796150267124176,6.5516767501831055,2.6434433460235596,5.1197614669799805,0.27002108097076416,0.5465550422668457,0.6042692065238953,0.9946085214614868,0.9437705874443054,786432
8,log_polar_hyb1pct,5,0.5440993905067444,0.7376309037208557,6.012929916381836,2.21621036529541,3.3408329486846924,0.2522799074649811,0.5304149985313416,0.5912353992462158,0.9949750900268555,0.9502557516098022,786432
8,log_polar_hyb1pct,6,0.8731746673583984,0.934438169002533,5.645800590515137,4.466544151306152,5.347222328186035,0.26374533772468567,0.5300884246826172,0.592762291431427,0.9950119256973267,0.9435615539550781,786432
8,log_polar_hyb1pct,7,0.5752270817756653,0.7584372758865356,6.151134014129639,2.8111445903778076,5.693238735198975,0.2530350685119629,0.5350946187973022,0.5928286910057068,0.9949759840965271,0.9480116367340088,786432
8,log_polar_hyb1pct,8,0.19721244275569916,0.44408607482910156,3.120008707046509,1.4093092679977417,2.4971911907196045,0.253372460603714,0.529977023601532,0.5903543829917908,0.9950919151306152,0.9492014646530151,786432
8,log_polar_hyb1pct,9,0.6006502509117126,0.7750163078308105,3.627903938293457,2.7777764797210693,3.289018154144287,0.2711772322654724,0.540938675403595,0.5945833921432495,0.995297372341156,0.9460307955741882,786432
8,log_polar_hyb1pct,10,0.5528221130371094,0.7435200810432434,4.288611888885498,3.238654851913452,3.8869733810424805,0.26952221989631653,0.5466690063476562,0.5971361398696899,0.9949644804000854,0.9451234936714172,786432
8,log_polar_hyb1pct,11,1.4585375785827637,1.2076992988586426,6.768026828765869,5.882803916931152,6.336250305175781,0.28433406352996826,0.5482310652732849,0.603672444820404,0.9957787990570068,0.9565537571907043,786432
8,log_polar_hyb1pct,12,0.11709988862276077,0.34219861030578613,3.0296599864959717,1.744949221611023,2.308056354522705,0.2399994134902954,0.5205555558204651,0.5854865908622742,0.9952326416969299,0.9554155468940735,786432
8,log_polar_hyb1pct,13,0.1251988261938095,0.35383445024490356,3.4433248043060303,1.2714334726333618,2.6862056255340576,0.2694872319698334,0.5409872531890869,0.597826361656189,0.9951926469802856,0.9402105212211609,786432
8,log_polar_hyb1pct,14,0.15320821106433868,0.3914182186126709,2.502622365951538,1.9685444831848145,2.0992164611816406,0.24451830983161926,0.5541601777076721,0.6049671173095703,0.9948962926864624,0.9440218806266785,786432
8,log_polar_hyb1pct,15,0.13017183542251587,0.3607933521270752,2.6276588439941406,1.3066035509109497,2.079793691635132,0.2549247145652771,0.5305963158607483,0.5907116532325745,0.9947713017463684,0.9599298238754272,786432
8,log_polar_hyb1pct,16,0.14402635395526886,0.37950804829597473,2.9071972370147705,2.0965158939361572,2.3110809326171875,0.2579502463340759,0.5337251424789429,0.5926757454872131,0.9942197203636169,0.9408168196678162,786432
